,Price,Beds,Baths,Area,Location
2538,2890.0,,1.0,819.0,"
        Rental Unit in Lower East Side "
2539,,1.0,1.0,819.0,"
        Condo in Upper East Side "
2540,,1.0,1.0,818.0,"
        Rental Unit in Lincoln Square "
2541,3819.0,,1.0,818.0,"
        Rental Unit in Financial District "
2542,,,1.0,818.0,"
        Rental Unit in Financial District "
2543,,1.0,1.0,818.0,"
        Rental Unit in Kips Bay "
2544,,1.0,1.0,816.0,"
        Condo in Midtown South "
2545,4800.0,1.0,5.0,816.0,"
        Condo in Financial District "
2546,,1.0,1.0,816.0,"
        Condo in Midtown South "
2547,,1.0,1.0,815.0,"
        Condo in Kips Bay "
2550,,1.0,1.0,815.0,"
        Rental Unit in Central Harlem "
2551,4200.0,1.0,5.0,815.0,"
        Rental Unit in Lincoln Square "
2552,,1.0,1.0,814.0,"
        Rental Unit in Washington Heights "
2553,4000.0,1.0,1.0,814.0,"
        Condo in Lincoln Square "
2554,5600.0,1.0,1.0,813.0,"
        Condo in Flatiron "
2555,6495.0,1.0,1.0,813.0,"
        Rental Unit in NoMad "
2556,4100.0,2.0,1.0,812.0,"
        Rental Unit in Kips Bay "
2557,,1.0,1.0,811.0,"
        Rental Unit in Yorkville "
2558,,1.0,1.0,811.0,"
        Rental Unit in Battery Park City "
2559,,1.0,1.0,811.0,"
        Condo in Central Park South "
2560,,1.0,1.0,810.0,"
        Condo in Flatiron "
2561,3699.0,2.0,2.0,810.0,"
        Condo in Upper West Side "
2562,13000.0,3.0,5.0,2600.0,"
        Rental Unit in Midtown West "
2563,,2.0,1.0,1250.0,"
        Rental Unit in Fort George "
2564,,1.0,1.0,810.0,"
        Condo in Flatiron "
2565,3595.0,1.0,1.0,810.0,"
        Rental Unit in Financial District "
2566,,1.0,1.0,810.0,"
        Condo in Flatiron "
2567,3500.0,1.0,1.0,810.0,"
        Rental Unit in Battery Park City "
2568,3595.0,1.0,1.0,810.0,"
        Rental Unit in Lenox Hill "
2569,,1.0,1.0,810.0,"
        Rental Unit in Lenox Hill "
2570,2600.0,1.0,1.0,810.0,"
        Condo in East Harlem "
2571,,1.0,1.0,810.0,"
        Rental Unit in Financial District "
2572,,1.0,1.0,810.0,"
        Rental Unit in Central Harlem "
2573,,1.0,1.0,810.0,"
        Rental Unit in Financial District "
2574,2800.0,1.0,1.0,809.0,"
        Rental Unit in Upper East Side "
2575,2800.0,2.0,1.0,809.0,"
        Rental Unit in Upper East Side "
2576,,2.0,2.0,1496.0,"
        Rental Unit in Lenox Hill "
2577,,2.0,1.0,1000.0,"
        Rental Unit in Hamilton Heights "
2578,,1.0,1.0,808.0,"
        Condo in Murray Hill "
2579,4850.0,1.0,1.0,808.0,"
        Condo in Lincoln Square "
2580,6770.0,1.0,1.0,807.0,"
        Rental Unit in NoMad "
2581,3100.0,1.0,1.0,807.0,"
        Condo in Upper East Side "
2582,3850.0,1.0,1.0,807.0,"
        Rental Unit in Battery Park City "
2583,,1.0,5.0,806.0,"
        Rental Unit in Beekman "
2584,5000.0,1.0,5.0,806.0,"
        Rental Unit in Midtown South "
2585,,1.0,5.0,805.0,"
        Condo in Midtown "
2586,3525.0,1.0,1.0,805.0,"
        Rental Unit in Lincoln Square "
2587,4700.0,1.0,1.0,804.0,"
        Rental Unit in Battery Park City "
2588,2820.0,,1.0,804.0,"
        Condo in Lower East Side "
2589,,,1.0,804.0,"
        Condo in Lower East Side "
2590,3950.0,1.0,1.0,711.0,"
        Condo in Lincoln Square "
2591,35000.0,3.0,5.0,2902.0,"
        Condo in Soho "
2592,,1.0,2.0,804.0,"
        Rental Unit in Financial District "
2593,2890.0,,1.0,804.0,"
        Rental Unit in Lower East Side "
2594,4500.0,1.0,1.0,803.0,"
        Rental Unit in Financial District "
2595,,1.0,1.0,802.0,"
        Condo in Financial District "
2596,4200.0,1.0,5.0,801.0,"
        Condo in Lincoln Square "
2597,5500.0,1.0,1.0,801.0,"
        Condo in East Village "
2598,3500.0,1.0,5.0,801.0,"
        Condo in Sutton Place "
2599,3850.0,1.0,1.0,801.0,"
        Rental Unit in Midtown West "
2600,2500.0,2.0,1.0,800.0,"
        Rental Unit in Yorkville "
2601,2800.0,2.0,1.0,800.0,"
        Multi-family in Yorkville "
2602,,2.0,1.0,800.0,"
        Rental Unit in Gramercy Park "
2603,3800.0,1.0,1.0,800.0,"
        Rental Unit in Midtown "
2606,,2.0,1.0,800.0,"
        Rental Unit in Hudson Heights "
2607,5450.0,2.0,1.0,800.0,"
        Rental Unit in East Village "
2608,,1.0,1.0,800.0,"
        Rental Unit in Gramercy Park "
2609,,1.0,1.0,800.0,"
        Rental Unit in Upper West Side "
2610,,2.0,1.0,800.0,"
        Rental Unit in Turtle Bay "
2611,1895.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2612,2099.0,2.0,2.0,800.0,"
        Rental Unit in East Harlem "
2613,3395.0,2.0,1.0,800.0,"
        Rental Unit in Upper West Side "
2614,2860.0,1.0,1.0,800.0,"
        Rental Unit in Midtown "
2615,3000.0,2.0,1.0,800.0,"
        Rental Unit in Morningside Heights "
2616,2900.0,1.0,1.0,800.0,"
        Co-op in Manhattan Valley "
2617,4900.0,1.0,1.0,800.0,"
        Rental Unit in West Village "
2620,,2.0,1.0,800.0,"
        Rental Unit in Financial District "
2621,4700.0,1.0,1.0,800.0,"
        Condo in Financial District "
2622,1950.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2623,3250.0,1.0,1.0,800.0,"
        Condo in Upper West Side "
2624,,1.0,5.0,800.0,"
        Townhouse in Carnegie Hill "
2625,12500.0,1.0,1.0,800.0,"
        Condo in Central Park South "
2626,3400.0,2.0,1.0,800.0,"
        Rental Unit in Turtle Bay "
2627,2895.0,1.0,1.0,800.0,"
        Condo in Kips Bay "
2628,,1.0,1.0,800.0,"
        Condo in Financial District "
2629,2450.0,1.0,1.0,800.0,"
        Rental Unit in Central Harlem "
2630,2895.0,2.0,1.0,800.0,"
        Rental Unit in Kips Bay "
2631,3500.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2633,3800.0,1.0,1.0,700.0,"
        Rental Unit in Gramercy Park "
2634,,1.0,1.0,800.0,"
        Rental Unit in Central Harlem "
2635,3850.0,1.0,1.0,800.0,"
        Rental Unit in West Chelsea "
2636,4000.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2637,2600.0,2.0,1.0,800.0,"
        Rental Unit in Midtown West "
2638,4300.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2639,,1.0,1.0,800.0,"
        Condo in Central Harlem "
2640,3500.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2641,,1.0,1.0,800.0,"
        Rental Unit in Yorkville "
2642,5000.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2643,,1.0,1.0,800.0,"
        Rental Unit in West Chelsea "
2644,,3.0,2.0,800.0,"
        Rental Unit in East Village "
2645,3500.0,1.0,5.0,800.0,"
        Rental Unit in Upper West Side "
2647,9300.0,2.0,5.0,1462.0,"
        Condo in Lincoln Square "
2648,,3.0,1.0,800.0,"
        Rental Unit in Lenox Hill "
2649,5500.0,1.0,1.0,800.0,"
        Rental Unit in Midtown West "
2650,4250.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2651,,2.0,2.0,800.0,"
        Rental Unit in Lenox Hill "
2652,,1.0,1.0,800.0,"
        Condo in Financial District "
2653,,1.0,1.0,800.0,"
        Condo in Midtown West "
2654,3400.0,1.0,1.0,800.0,"
        Rental Unit in Lenox Hill "
2655,1750.0,1.0,1.0,800.0,"
        Rental Unit in Hamilton Heights "
2656,,1.0,1.0,800.0,"
        Rental Unit in Upper West Side "
2657,,1.0,1.0,800.0,"
        Condo in Financial District "
2658,6000.0,1.0,1.0,800.0,"
        Condo in Central Park South "
2659,3600.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2661,2900.0,,1.0,508.0,"
        Condo in Financial District "
2662,2995.0,1.0,1.0,800.0,"
        Rental Unit in Lincoln Square "
2663,,2.0,1.0,800.0,"
        Rental Unit in Morningside Heights "
2664,3200.0,1.0,1.0,800.0,"
        Rental Unit in Upper West Side "
2665,2300.0,2.0,1.0,800.0,"
        Condo in Inwood "
2666,4250.0,1.0,1.0,800.0,"
        Condo in Financial District "
2667,,1.0,1.0,800.0,"
        Rental Unit in Hamilton Heights "
2668,2800.0,5.0,1.0,800.0,"
        Multi-family in Chelsea "
2669,,2.0,1.0,800.0,"
        Rental Unit in Manhattan Valley "
2670,,2.0,1.0,800.0,"
        Rental Unit in Midtown South "
2671,,2.0,2.0,800.0,"
        Rental Unit in Upper West Side "
2672,,2.0,1.0,800.0,"
        Rental Unit in Upper West Side "
2673,,2.0,1.0,800.0,"
        Rental Unit in Chelsea "
2675,4500.0,1.0,1.0,832.0,"
        Condo in Financial District "
2676,,1.0,1.0,800.0,"
        Rental Unit in Murray Hill "
2677,,2.0,1.0,800.0,"
        Rental Unit in West Village "
2678,4495.0,2.0,5.0,800.0,"
        Rental Unit in East Village "
2679,2890.0,1.0,5.0,800.0,"
        Rental Unit in Upper West Side "
2680,3000.0,1.0,1.0,800.0,"
        Co-op in Lower East Side "
2681,4495.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2682,3900.0,1.0,1.0,800.0,"
        Co-op in Flatiron "
2683,,2.0,1.0,800.0,"
        Rental Unit in Kips Bay "
2684,,2.0,1.0,800.0,"
        Rental Unit in Chelsea "
2685,4495.0,1.0,1.0,800.0,"
        Co-op in Chelsea "
2686,3695.0,1.0,1.0,800.0,"
        Rental Unit in Tribeca "
2687,2500.0,1.0,1.0,800.0,"
        Co-op in Lower East Side "
2690,2650.0,1.0,1.0,800.0,"
        Rental Unit in Upper West Side "
2691,4200.0,1.0,1.0,800.0,"
        Rental Unit in Upper West Side "
2692,4195.0,1.0,1.0,800.0,"
        Rental Unit in Tribeca "
2693,,2.0,1.0,800.0,"
        Co-op in Washington Heights "
2694,2800.0,1.0,1.0,800.0,"
        Rental Unit in Yorkville "
2695,3150.0,1.0,1.0,800.0,"
        Rental Unit in Midtown West "
2696,4400.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2697,,2.0,1.0,800.0,"
        Building in East Harlem "
2698,4500.0,2.0,1.0,800.0,"
        Condo in Midtown West "
2699,4000.0,1.0,1.0,800.0,"
        Condo in Financial District "
2700,2395.0,2.0,1.0,800.0,"
        Rental Unit in Hamilton Heights "
2701,,1.0,1.0,800.0,"
        Condo in Turtle Bay "
2704,3500.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2705,,1.0,1.0,800.0,"
        Rental Unit in Central Harlem "
2706,2800.0,1.0,1.0,800.0,"
        Co-op in Murray Hill "
2707,4300.0,1.0,1.0,800.0,"
        Condo in Financial District "
2708,3500.0,1.0,1.0,800.0,"
        Condo in Financial District "
2709,4500.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2710,,1.0,1.0,800.0,"
        Condo in Midtown West "
2711,3490.0,2.0,1.0,800.0,"
        Condo in Financial District "
2712,3500.0,1.0,5.0,800.0,"
        Condo in Sutton Place "
2713,,1.0,1.0,800.0,"
        Condo in Midtown West "
2714,,1.0,1.0,800.0,"
        Rental Unit in Fort George "
2715,,2.0,2.0,800.0,"
        Rental Unit in Upper West Side "
2718,6500.0,1.0,1.0,800.0,"
        Rental Unit in West Village "
2719,28000.0,1.0,1.0,800.0,"
        Rental Unit in Lenox Hill "
2720,2200.0,1.0,1.0,800.0,"
        Rental Unit in Turtle Bay "
2721,32000.0,1.0,1.0,800.0,"
        Rental Unit in Lenox Hill "
2722,,3.0,1.0,800.0,"
        Rental Unit in East Village "
2723,,1.0,1.0,800.0,"
        Rental Unit in East Harlem "
2724,3800.0,1.0,1.0,800.0,"
        Condo in Lenox Hill "
2725,3500.0,1.0,1.0,800.0,"
        Rental Unit in Greenwich Village "
2726,,2.0,2.0,800.0,"
        Rental Unit in Upper West Side "
2727,2850.0,1.0,1.0,800.0,"
        Rental Unit in Yorkville "
2728,,2.0,5.0,800.0,"
        Multi-family in Upper West Side "
2729,,1.0,1.0,800.0,"
        Rental Unit in Central Harlem "
2730,4750.0,1.0,1.0,791.0,"
        Condo in Financial District "
2731,3200.0,3.0,2.0,1200.0,"
        Rental Unit in Hudson Heights "
2732,4400.0,1.0,1.0,800.0,"
        Rental Unit in Battery Park City "
2733,3640.0,1.0,1.0,800.0,"
        Rental Unit in Midtown West "
2734,2500.0,1.0,1.0,800.0,"
        Co-op in Lower East Side "
2735,,1.0,1.0,800.0,"
        Condo in Turtle Bay "
2736,4150.0,3.0,1.0,800.0,"
        Rental Unit in Midtown West "
2737,2395.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2738,,1.0,1.0,800.0,"
        Rental Unit in East Harlem "
2739,4000.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2740,3700.0,1.0,1.0,800.0,"
        Condo in Midtown West "
2741,3300.0,2.0,1.0,800.0,"
        Co-op in Sutton Place "
2742,,2.0,1.0,800.0,"
        Rental Unit in Upper West Side "
2743,2600.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2744,3300.0,1.0,1.0,600.0,"
        Building in Upper West Side "
2746,,2.0,1.0,800.0,"
        Townhouse in East Harlem "
2747,2600.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2748,2600.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2749,3000.0,1.0,1.0,800.0,"
        Condop in Lenox Hill "
2750,2600.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2751,2600.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2753,3100.0,1.0,1.0,800.0,"
        Rental Unit in Greenwich Village "
2754,2600.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
2755,,2.0,1.0,800.0,"
        Co-op in Morningside Heights "
2756,2895.0,2.0,1.0,800.0,"
        Rental Unit in Midtown West "
2757,,2.0,1.0,800.0,"
        Condo in Chelsea "
2759,4320.0,2.0,2.0,850.0,"
        Rental Unit in Midtown West "
2760,4850.0,1.0,1.0,799.0,"
        Rental Unit in Financial District "
2761,5000.0,1.0,1.0,799.0,"
        Condo in Financial District "
2762,5500.0,1.0,1.0,799.0,"
        Condo in Financial District "
2763,7500.0,1.0,1.0,798.0,"
        Rental Unit in Manhattan "
2764,,,1.0,797.0,"
        Condo in Lower East Side "
2765,2770.0,,1.0,797.0,"
        Condo in Lower East Side "
2766,2840.0,,1.0,797.0,"
        Rental Unit in Lower East Side "
2767,4200.0,1.0,1.0,796.0,"
        Rental Unit in Battery Park City "
2768,,1.0,1.0,795.0,"
        Rental Unit in Midtown West "
2769,4300.0,1.0,1.0,794.0,"
        Condo in Midtown West "
2770,3700.0,2.0,1.0,793.0,"
        Rental Unit in Financial District "
2771,,1.0,1.0,793.0,"
        Rental Unit in Upper West Side "
2774,4495.0,1.0,1.0,792.0,"
        Rental Unit in Battery Park City "
2775,5000.0,1.0,1.0,791.0,"
        Condo in Financial District "
2776,3750.0,1.0,5.0,791.0,"
        Condo in Murray Hill "
2777,,1.0,1.0,791.0,"
        Condo in Financial District "
2778,4750.0,1.0,1.0,791.0,"
        Condo in Financial District "
2779,5050.0,1.0,1.0,791.0,"
        Condo in Financial District "
2780,4200.0,1.0,1.0,791.0,"
        Condo in Financial District "
2781,,1.0,1.0,791.0,"
        Condo in Financial District "
2782,,1.0,1.0,791.0,"
        Rental Unit in Turtle Bay "
2783,3000.0,2.0,1.0,790.0,"
        Condo in Turtle Bay "
2784,3450.0,1.0,1.0,789.0,"
        Condo in Fulton/Seaport "
2785,,1.0,1.0,789.0,"
        Condo in Midtown West "
2786,4600.0,1.0,1.0,727.0,"
        Rental Unit in Lincoln Square "
2787,,,5.0,886.0,"
        Condo in Financial District "
2788,,1.0,1.0,789.0,"
        Rental Unit in Midtown West "
2789,4425.0,1.0,1.0,789.0,"
        Rental Unit in Midtown West "
2790,4800.0,1.0,1.0,789.0,"
        Rental Unit in Midtown West "
2791,,1.0,1.0,788.0,"
        Condo in Lincoln Square "
2792,5000.0,1.0,5.0,787.0,"
        Condo in Midtown West "
2793,,1.0,2.0,787.0,"
        Condo in Central Park South "
2794,,1.0,5.0,787.0,"
        Rental Unit in Midtown West "
2795,3695.0,1.0,2.0,786.0,"
        Rental Unit in Financial District "
2796,3095.0,1.0,1.0,786.0,"
        Rental Unit in Roosevelt Island "
2797,3000.0,1.0,1.0,786.0,"
        Condo in Yorkville "
2798,,5.0,1.0,785.0,"
        Condop in Yorkville "
2799,3500.0,1.0,1.0,785.0,"
        Co-op in Sutton Place "
2800,,1.0,5.0,1100.0,"
        Rental Unit in Midtown East "
2801,,2.0,1.0,1000.0,"
        Townhouse in Lenox Hill "
2802,3500.0,1.0,1.0,785.0,"
        Co-op in Sutton Place "
2803,3600.0,1.0,1.0,785.0,"
        Condop in Yorkville "
2804,5000.0,1.0,1.0,785.0,"
        Condo in NoMad "
2805,4900.0,1.0,1.0,785.0,"
        Condo in Tribeca "
2806,,1.0,1.0,783.0,"
        Rental Unit in Morningside Heights "
2807,,1.0,1.0,783.0,"
        Condo in Lincoln Square "
2808,,1.0,1.0,783.0,"
        Rental Unit in Lincoln Square "
2809,,1.0,1.0,783.0,"
        Rental Unit in Morningside Heights "
2810,6000.0,1.0,1.0,783.0,"
        Condo in East Village "
2811,,1.0,1.0,783.0,"
        Condo in Financial District "
2812,,1.0,1.0,783.0,"
        Multi-family in Morningside Heights "
2813,,1.0,1.0,783.0,"
        Rental Unit in Lincoln Square "
2814,,2.0,2.0,949.0,"
        Rental Unit in Upper West Side "
2816,,,1.0,782.0,"
        Condo in Flatiron "
2817,,1.0,5.0,782.0,"
        Condo in Midtown "
2818,4300.0,1.0,1.0,781.0,"
        Rental Unit in West Chelsea "
2819,4000.0,1.0,1.0,781.0,"
        Rental Unit in Upper West Side "
2820,3695.0,2.0,1.0,781.0,"
        Rental Unit in Carnegie Hill "
2821,,1.0,1.0,781.0,"
        Condo in Midtown West "
2822,4000.0,1.0,1.0,781.0,"
        Rental Unit in Upper West Side "
2823,2150.0,1.0,1.0,781.0,"
        Rental Unit in Central Harlem "
2824,2990.0,1.0,1.0,780.0,"
        Condo in Financial District "
2825,3800.0,1.0,1.0,780.0,"
        Condo in Upper West Side "
2826,3700.0,,1.0,780.0,"
        Condo in Lincoln Square "
2827,,1.0,1.0,780.0,"
        Condo in Chelsea "
2828,,1.0,1.0,450.0,"
        Co-op in Lower East Side "
2829,5350.0,2.0,2.0,1161.0,"
        Rental Unit in Midtown "
2830,4300.0,1.0,2.0,780.0,"
        Condo in Upper East Side "
2831,,1.0,1.0,780.0,"
        Condo in Murray Hill "
2832,5650.0,1.0,1.0,780.0,"
        Rental Unit in Lenox Hill "
2833,3200.0,1.0,1.0,780.0,"
        Condo in Murray Hill "
2834,6000.0,1.0,2.0,779.0,"
        Condo in Midtown South "
2835,3425.0,,1.0,779.0,"
        Rental Unit in Financial District "
2836,,1.0,1.0,779.0,"
        Condo in Central Harlem "
2837,6250.0,1.0,1.0,778.0,"
        Condo in Midtown West "
2838,,1.0,1.0,778.0,"
        Rental Unit in Lincoln Square "
2839,,1.0,1.0,778.0,"
        Rental Unit in Lincoln Square "
2840,4300.0,1.0,1.0,778.0,"
        Rental Unit in Murray Hill "
2841,,1.0,1.0,777.0,"
        Rental Unit in Yorkville "
2842,,3.0,5.0,2227.0,"
        Condo in West Chelsea "
2843,,2.0,3.0,2000.0,"
        Townhouse in Central Harlem "
2844,5500.0,1.0,5.0,776.0,"
        Condo in Midtown South "
2845,,1.0,5.0,776.0,"
        Condo in Midtown South "
2846,5950.0,1.0,2.0,776.0,"
        Condo in Midtown South "
2847,,2.0,1.0,775.0,"
        Rental Unit in Washington Heights "
2848,,1.0,1.0,775.0,"
        Rental Unit in Inwood "
2849,,1.0,1.0,775.0,"
        Rental Unit in Murray Hill "
2850,,1.0,1.0,775.0,"
        Rental Unit in Financial District "
2851,3700.0,1.0,1.0,775.0,"
        Rental Unit in Murray Hill "
2852,3299.0,2.0,1.0,775.0,"
        Building in Stuyvesant Town/PCV "
2853,3350.0,2.0,1.0,775.0,"
        Rental Unit in Chelsea "
2854,3299.0,1.0,1.0,775.0,"
        Building in Stuyvesant Town/PCV "
2855,3400.0,2.0,1.0,775.0,"
        Co-op in Upper West Side "
2856,4995.0,2.0,5.0,941.0,"
        Rental Unit in Manhattan "
2857,2250.0,,1.0,400.0,"
        Rental Unit in Turtle Bay "
2858,,2.0,1.0,774.0,"
        Condo in Central Harlem "
2859,3600.0,1.0,1.0,774.0,"
        Condo in Murray Hill "
2860,6170.0,1.0,1.0,774.0,"
        Rental Unit in NoMad "
2861,,1.0,1.0,774.0,"
        Condo in Lincoln Square "
2862,3700.0,1.0,1.0,774.0,"
        Rental Unit in Murray Hill "
2863,,2.0,1.0,774.0,"
        Co-op in Upper West Side "
2864,,1.0,1.0,773.0,"
        Condo in Midtown "
2865,3886.0,1.0,1.0,773.0,"
        Rental Unit in Lincoln Square "
2866,,1.0,1.0,773.0,"
        Condo in Midtown "
2867,4500.0,1.0,1.0,773.0,"
        Rental Unit in Midtown "
2868,4000.0,1.0,1.0,773.0,"
        Rental Unit in Lincoln Square "
2869,,1.0,1.0,773.0,"
        Rental Unit in Midtown West "
2870,,1.0,5.0,1100.0,"
        Rental Unit in Midtown East "
2871,,1.0,1.0,592.0,"
        Rental Unit in Financial District "
2872,3400.0,1.0,1.0,772.0,"
        Condo in Murray Hill "
2873,4500.0,1.0,1.0,772.0,"
        Rental Unit in Financial District "
2874,6370.0,1.0,1.0,772.0,"
        Rental Unit in NoMad "
2875,6420.0,1.0,1.0,772.0,"
        Rental Unit in NoMad "
2876,6380.0,1.0,1.0,772.0,"
        Rental Unit in NoMad "
2877,,1.0,1.0,772.0,"
        Rental Unit in West Chelsea "
2878,,1.0,1.0,771.0,"
        Rental Unit in Midtown "
2879,4300.0,1.0,5.0,771.0,"
        Condo in Upper East Side "
2880,4450.0,1.0,5.0,771.0,"
        Rental Unit in Lenox Hill "
2881,2996.0,1.0,1.0,771.0,"
        Multi-family in Stuyvesant Town/PCV "
2882,,1.0,1.0,771.0,"
        Multi-family in Stuyvesant Town/PCV "
2883,,1.0,1.0,771.0,"
        Building in Stuyvesant Town/PCV "
2884,,1.0,1.0,800.0,"
        Condo in Financial District "
2886,,1.0,1.0,771.0,"
        Rental Unit in Upper East Side "
2887,,1.0,1.0,771.0,"
        Rental Unit in Lincoln Square "
2888,3600.0,1.0,1.0,770.0,"
        Condo in Lincoln Square "
2889,,1.0,1.0,770.0,"
        Rental Unit in Fulton/Seaport "
2890,1850.0,1.0,1.0,770.0,"
        Townhouse in Central Harlem "
2891,,1.0,1.0,770.0,"
        Rental Unit in Lincoln Square "
2892,3600.0,1.0,1.0,770.0,"
        Condo in Lenox Hill "
2893,,1.0,1.0,770.0,"
        Rental Unit in Upper West Side "
2894,,1.0,1.0,768.0,"
        Rental Unit in Midtown West "
2895,,2.0,2.0,768.0,"
        Rental Unit in Washington Heights "
2896,,2.0,2.0,768.0,"
        Rental Unit in Washington Heights "
2897,,1.0,1.0,768.0,"
        Condo in Murray Hill "
2898,,2.0,2.0,2300.0,"
        Co-op in Flatiron "
2900,4900.0,1.0,1.0,767.0,"
        Rental Unit in Midtown South "
2901,4200.0,1.0,1.0,766.0,"
        Condo in Murray Hill "
2902,,1.0,1.0,765.0,"
        Rental Unit in Lincoln Square "
2903,4795.0,1.0,1.0,765.0,"
        Rental Unit in Gramercy Park "
2904,,1.0,1.0,764.0,"
        Rental Unit in Upper West Side "
2905,,1.0,1.0,764.0,"
        Rental Unit in Kips Bay "
2906,,1.0,1.0,764.0,"
        Rental Unit in Upper West Side "
2907,4350.0,1.0,5.0,764.0,"
        Rental Unit in Central Park South "
2908,4150.0,1.0,1.0,763.0,"
        Rental Unit in Lincoln Square "
2909,,1.0,1.0,763.0,"
        Condo in Fulton/Seaport "
2910,,1.0,1.0,762.0,"
        Rental Unit in Midtown West "
2911,,2.0,1.0,762.0,"
        Rental Unit in East Village "
2912,,5.0,5.0,1300.0,"
        Rental Unit in Carnegie Hill "
2913,,1.0,1.0,783.0,"
        Condo in Financial District "
2914,,1.0,1.0,761.0,"
        Rental Unit in Chelsea "
2915,,1.0,1.0,761.0,"
        Rental Unit in Lincoln Square "
2916,4200.0,1.0,2.0,761.0,"
        Condo in Turtle Bay "
2917,,1.0,5.0,761.0,"
        Condo in Turtle Bay "
2918,,1.0,1.0,761.0,"
        Rental Unit in Chelsea "
2919,,2.0,1.0,760.0,"
        Rental Unit in Carnegie Hill "
2920,3300.0,1.0,1.0,760.0,"
        Rental Unit in Battery Park City "
2921,,1.0,1.0,760.0,"
        Condo in Lower East Side "
2922,3500.0,1.0,1.0,760.0,"
        Rental Unit in Upper East Side "
2923,3158.0,2.0,1.0,760.0,"
        Building in Stuyvesant Town/PCV "
2924,,1.0,1.0,760.0,"
        Rental Unit in Yorkville "
2925,3650.0,1.0,1.0,759.0,"
        Condo in Turtle Bay "
2927,2625.0,,1.0,481.0,"
        Rental Unit in Midtown West "
2928,,1.0,1.0,759.0,"
        Condo in Financial District "
2929,,,1.0,759.0,"
        Rental Unit in Kips Bay "
2930,,1.0,1.0,759.0,"
        Rental Unit in East Village "
2931,3021.0,2.0,1.0,757.0,"
        Rental Unit in Central Harlem "
2932,4100.0,2.0,1.0,757.0,"
        Rental Unit in Kips Bay "
2933,3595.0,1.0,1.0,757.0,"
        Condo in Lincoln Square "
2934,3950.0,2.0,1.0,756.0,"
        Condo in Battery Park City "
2935,4000.0,2.0,1.0,756.0,"
        Condo in Battery Park City "
2936,,1.0,1.0,756.0,"
        Rental Unit in Financial District "
2937,,1.0,1.0,756.0,"
        Condo in Lincoln Square "
2938,5500.0,1.0,1.0,756.0,"
        Condo in Midtown West "
2939,2950.0,1.0,1.0,755.0,"
        Rental Unit in Lenox Hill "
2940,4600.0,1.0,1.0,1105.0,"
        Condo in Financial District "
2942,2950.0,1.0,1.0,755.0,"
        Rental Unit in Lenox Hill "
2943,6320.0,1.0,1.0,754.0,"
        Rental Unit in NoMad "
2944,6270.0,1.0,1.0,754.0,"
        Rental Unit in NoMad "
2945,6280.0,1.0,1.0,754.0,"
        Rental Unit in NoMad "
2946,,1.0,1.0,753.0,"
        Condo in Greenwich Village "
2947,,1.0,1.0,753.0,"
        Rental Unit in Murray Hill "
2948,,1.0,1.0,753.0,"
        Condo in Upper West Side "
2949,3050.0,1.0,1.0,753.0,"
        Rental Unit in Lincoln Square "
2950,2925.0,1.0,1.0,750.0,"
        Rental Unit in Lenox Hill "
2951,,1.0,1.0,750.0,"
        Rental Unit in Lincoln Square "
2952,2700.0,1.0,1.0,750.0,"
        Rental Unit in Morningside Heights "
2953,4700.0,1.0,1.0,750.0,"
        Co-op in Gramercy Park "
2954,,2.0,2.0,1276.0,"
        Rental Unit in Financial District "
2956,6000.0,1.0,1.0,750.0,"
        Rental Unit in Central Park South "
2957,2450.0,1.0,1.0,750.0,"
        Rental Unit in Central Harlem "
2958,,1.0,1.0,750.0,"
        Rental Unit in Fort George "
2959,2850.0,2.0,1.0,750.0,"
        Rental Unit in Midtown West "
2960,2150.0,2.0,1.0,750.0,"
        Rental Unit in Yorkville "
2961,3000.0,1.0,1.0,750.0,"
        Co-op in Midtown West "
2962,3300.0,2.0,1.0,750.0,"
        Rental Unit in East Village "
2963,4950.0,1.0,1.0,750.0,"
        Rental Unit in Chelsea "
2964,,1.0,1.0,750.0,"
        Co-op in Chelsea "
2965,3850.0,1.0,1.0,750.0,"
        Condo in Midtown West "
2966,7200.0,,1.0,750.0,"
        Rental Unit in Kips Bay "
2967,4000.0,1.0,1.0,750.0,"
        Condo in Midtown "
