,Price,Beds,Baths,Area,Location
1394,9500.0,2.0,2.0,1196.0,"
        Condo in Midtown West "
1395,6800.0,2.0,2.0,1196.0,"
        Condo in Midtown West "
1396,,2.0,2.0,1195.0,"
        Rental Unit in Upper West Side "
1397,,2.0,2.0,1195.0,"
        Rental Unit in Upper West Side "
1398,,2.0,2.0,1195.0,"
        Rental Unit in Upper West Side "
1399,,2.0,2.0,1195.0,"
        Rental Unit in Upper West Side "
1400,,2.0,2.0,1100.0,"
        Rental Unit in Financial District "
1402,,2.0,2.0,1190.0,"
        Condo in Midtown South "
1403,,2.0,2.0,1188.0,"
        Condo in Chelsea "
1404,,2.0,2.0,1186.0,"
        Rental Unit in Kips Bay "
1405,5297.0,2.0,2.0,1186.0,"
        Rental Unit in Kips Bay "
1406,8500.0,1.0,5.0,1185.0,"
        Rental Unit in Financial District "
1407,4850.0,1.0,5.0,1185.0,"
        Rental Unit in Financial District "
1408,,2.0,2.0,1184.0,"
        Rental Unit in East Village "
1409,,2.0,2.0,1183.0,"
        Rental Unit in Yorkville "
1410,6800.0,2.0,2.0,1181.0,"
        Condo in Turtle Bay "
1411,5700.0,2.0,2.0,1181.0,"
        Condo in West Chelsea "
1412,,3.0,5.0,1180.0,"
        Rental Unit in Battery Park City "
1413,,2.0,5.0,1180.0,"
        Condo in Midtown "
1416,,1.0,5.0,1179.0,"
        Condo in Midtown West "
1417,,3.0,2.0,1178.0,"
        Rental Unit in Hamilton Heights "
1418,,2.0,2.0,1176.0,"
        Rental Unit in Midtown South "
1419,,2.0,2.0,1175.0,"
        Rental Unit in Financial District "
1420,,3.0,2.0,1175.0,"
        Rental Unit in Central Harlem "
1421,8500.0,3.0,5.0,1174.0,"
        Rental Unit in Battery Park City "
1422,,3.0,1.0,1174.0,"
        Rental Unit in Hamilton Heights "
1423,,2.0,2.0,1173.0,"
        Condo in Midtown South "
1424,,,2.0,1171.0,"
        Condo in Lower East Side "
1425,,1.0,5.0,1171.0,"
        Rental Unit in Financial District "
1426,,2.0,2.0,1170.0,"
        Condo in Financial District "
1427,,3.0,1.0,1169.0,"
        Rental Unit in Hamilton Heights "
1428,4295.0,1.0,5.0,912.0,"
        Rental Unit in Turtle Bay "
1430,,2.0,5.0,1168.0,"
        Condo in Midtown South "
1431,,2.0,2.0,1168.0,"
        Rental Unit in Lincoln Square "
1432,,2.0,2.0,1168.0,"
        Rental Unit in Lincoln Square "
1433,,3.0,2.0,1168.0,"
        Rental Unit in Lincoln Square "
1434,10995.0,2.0,5.0,1168.0,"
        Condo in Midtown South "
1435,,2.0,2.0,1168.0,"
        Rental Unit in Lincoln Square "
1436,,2.0,2.0,1168.0,"
        Rental Unit in Lincoln Square "
1437,4300.0,1.0,5.0,1167.0,"
        Rental Unit in Lincoln Square "
1438,9000.0,2.0,2.0,1166.0,"
        Rental Unit in Chelsea "
1439,,2.0,2.0,1165.0,"
        Rental Unit in East Village "
1440,4725.0,1.0,5.0,1165.0,"
        Rental Unit in Lenox Hill "
1441,4975.0,2.0,2.0,1165.0,"
        Rental Unit in Murray Hill "
1443,,1.0,5.0,900.0,"
        Rental Unit in Chelsea "
1444,3700.0,2.0,2.0,1164.0,"
        Co-op in Central Harlem "
1445,,,2.0,1164.0,"
        Condo in Lower East Side "
1446,5350.0,2.0,2.0,1161.0,"
        Rental Unit in Midtown "
1447,,2.0,2.0,1161.0,"
        Rental Unit in West Chelsea "
1448,,3.0,2.0,1160.0,"
        Condo in Turtle Bay "
1449,6300.0,3.0,2.0,1160.0,"
        Condo in Turtle Bay "
1450,,2.0,1.0,1160.0,"
        Townhouse in Central Harlem "
1451,6300.0,3.0,2.0,1160.0,"
        Condo in Turtle Bay "
1452,6300.0,3.0,2.0,1160.0,"
        Condo in Turtle Bay "
1453,6500.0,2.0,2.0,1160.0,"
        Condo in Yorkville "
1454,6350.0,3.0,2.0,1160.0,"
        Rental Unit in Turtle Bay "
1455,6395.0,3.0,2.0,1160.0,"
        Condo in Turtle Bay "
1456,,3.0,2.0,1317.0,"
        Condo in Fulton/Seaport "
1458,,1.0,2.0,1159.0,"
        Condo in Lincoln Square "
1459,,2.0,2.0,1158.0,"
        Condo in NoMad "
1460,6500.0,3.0,2.0,1158.0,"
        Rental Unit in Kips Bay "
1461,5500.0,1.0,1.0,1158.0,"
        Condo in Financial District "
1462,6500.0,3.0,2.0,1158.0,"
        Rental Unit in Kips Bay "
1463,,2.0,2.0,1157.0,"
        Rental Unit in Midtown "
1464,5400.0,2.0,2.0,1157.0,"
        Rental Unit in Battery Park City "
1465,,3.0,1.0,1157.0,"
        Rental Unit in Hamilton Heights "
1466,,3.0,1.0,1157.0,"
        Rental Unit in Hamilton Heights "
1467,7000.0,2.0,2.0,1156.0,"
        Condo in Lincoln Square "
1468,,2.0,2.0,1156.0,"
        Condo in Financial District "
1469,6800.0,2.0,2.0,1156.0,"
        Condo in Lincoln Square "
1471,2950.0,,1.0,350.0,"
        Co-op in Gramercy Park "
1472,,2.0,2.0,1156.0,"
        Condo in Lincoln Square "
1473,,2.0,2.0,1155.0,"
        Rental Unit in Midtown West "
1474,,2.0,2.0,1155.0,"
        Rental Unit in Kips Bay "
1475,7200.0,2.0,2.0,1155.0,"
        Rental Unit in Murray Hill "
1476,,3.0,1.0,1154.0,"
        Rental Unit in Hamilton Heights "
1477,4400.0,2.0,2.0,1153.0,"
        Condo in Financial District "
1478,,2.0,2.0,1153.0,"
        Rental Unit in West Chelsea "
1479,7500.0,2.0,2.0,1151.0,"
        Condo in Midtown South "
1480,5975.0,2.0,2.0,1151.0,"
        Condo in Lincoln Square "
1481,,2.0,2.0,1151.0,"
        Rental Unit in Midtown South "
1482,,2.0,5.0,1150.0,"
        Co-op in Midtown "
1483,5400.0,1.0,5.0,1150.0,"
        Townhouse in Lenox Hill "
1486,1795.0,2.0,1.0,1150.0,"
        Rental Unit in Inwood "
1487,4650.0,2.0,1.0,1150.0,"
        Rental Unit in Financial District "
1488,,2.0,2.0,1150.0,"
        Rental Unit in Yorkville "
1489,6500.0,2.0,2.0,1150.0,"
        Condo in Midtown West "
1490,,2.0,2.0,1150.0,"
        Condo in Murray Hill "
1491,4500.0,2.0,2.0,1150.0,"
        Rental Unit in Upper West Side "
1492,6600.0,2.0,2.0,1150.0,"
        Condo in Midtown West "
1493,,2.0,2.0,1150.0,"
        Condo in Lincoln Square "
1494,2900.0,3.0,1.0,1150.0,"
        Co-op in Hudson Heights "
1495,4900.0,2.0,2.0,1150.0,"
        Rental Unit in Soho "
1496,5800.0,2.0,2.0,1150.0,"
        Rental Unit in Upper West Side "
1497,5200.0,3.0,2.0,1150.0,"
        Rental Unit in West Chelsea "
1499,4320.0,2.0,2.0,850.0,"
        Rental Unit in Midtown West "
1500,10700.0,3.0,1.0,1150.0,"
        Townhouse in Greenwich Village "
1501,6250.0,2.0,2.0,1150.0,"
        Rental Unit in NoMad "
1502,5800.0,1.0,1.0,1150.0,"
        Townhouse in Chelsea "
1503,2300.0,2.0,1.0,1150.0,"
        Rental Unit in Inwood "
1504,6800.0,1.0,1.0,1150.0,"
        Condo in Chelsea "
1505,6000.0,2.0,2.0,1150.0,"
        Condo in Midtown West "
1506,6500.0,2.0,2.0,1150.0,"
        Condo in Midtown West "
1507,,2.0,2.0,1150.0,"
        Condo in Upper East Side "
1508,6500.0,2.0,2.0,1150.0,"
        Condo in Lincoln Square "
1509,5000.0,3.0,2.0,1150.0,"
        Rental Unit in Chelsea "
1510,,,2.0,1148.0,"
        Condo in Lower East Side "
1511,,,2.0,1148.0,"
        Condo in Lower East Side "
1512,3299.0,2.0,1.0,708.0,"
        Building in Stuyvesant Town/PCV "
1513,1950.0,2.0,1.0,800.0,"
        Rental Unit in East Harlem "
1514,5500.0,2.0,2.0,1145.0,"
        Condo in Upper East Side "
1515,,2.0,2.0,1145.0,"
        Condo in Lincoln Square "
1516,5000.0,2.0,2.0,1142.0,"
        Rental Unit in Battery Park City "
1517,,2.0,2.0,1142.0,"
        Rental Unit in Midtown West "
1518,,2.0,2.0,1140.0,"
        Rental Unit in Lincoln Square "
1519,,2.0,2.0,1140.0,"
        Rental Unit in Lincoln Square "
1520,,2.0,2.0,1140.0,"
        Rental Unit in Lincoln Square "
1521,,2.0,5.0,1138.0,"
        Condo in Central Park South "
1522,9500.0,2.0,5.0,1138.0,"
        Rental Unit in Central Park South "
1523,,2.0,2.0,1134.0,"
        Condo in Gramercy Park "
1524,6800.0,2.0,2.0,1134.0,"
        Rental Unit in Murray Hill "
1525,,2.0,2.0,1134.0,"
        Condo in Gramercy Park "
1526,3250.0,1.0,1.0,800.0,"
        Condo in Upper West Side "
1528,5495.0,2.0,2.0,1133.0,"
        Rental Unit in Financial District "
1529,4750.0,2.0,2.0,1132.0,"
        Condo in Carnegie Hill "
1530,,2.0,2.0,1130.0,"
        Condo in Murray Hill "
1531,,2.0,2.0,1128.0,"
        Rental Unit in West Chelsea "
1532,9130.0,2.0,2.0,1125.0,"
        Rental Unit in NoMad "
1533,,1.0,2.0,1125.0,"
        Rental Unit in Murray Hill "
1534,,1.0,5.0,1123.0,"
        Rental Unit in Midtown "
1535,7500.0,3.0,2.0,1122.0,"
        Rental Unit in Lincoln Square "
1536,,2.0,2.0,1121.0,"
        Rental Unit in Roosevelt Island "
1537,7800.0,2.0,2.0,1121.0,"
        Rental Unit in Flatiron "
1538,,2.0,2.0,1120.0,"
        Rental Unit in Upper West Side "
1539,,,,1120.0,"
        Rental Unit in Washington Heights "
1540,4200.0,1.0,1.0,1025.0,"
        Rental Unit in Financial District "
1542,,2.0,2.0,1119.0,"
        Rental Unit in Kips Bay "
1543,,2.0,2.0,1118.0,"
        Rental Unit in Murray Hill "
1544,,2.0,2.0,1117.0,"
        Condo in NoMad "
1545,6200.0,1.0,2.0,1116.0,"
        Rental Unit in Upper West Side "
1546,,1.0,5.0,1116.0,"
        Condo in Lenox Hill "
1547,,2.0,2.0,1115.0,"
        Condo in West Village "
1548,4600.0,2.0,1.0,1115.0,"
        Rental Unit in Upper West Side "
1549,,2.0,2.0,1115.0,"
        Rental Unit in Upper West Side "
1550,5900.0,2.0,2.0,1114.0,"
        Rental Unit in Flatiron "
1551,,1.0,2.0,1114.0,"
        Rental Unit in Financial District "
1552,7295.0,2.0,2.0,1114.0,"
        Rental Unit in Battery Park City "
1553,,2.0,2.0,1114.0,"
        Rental Unit in NoMad "
1554,1350.0,,1.0,343.0,"
        Rental Unit in Central Harlem "
1556,6200.0,2.0,2.0,1114.0,"
        Condo in Flatiron "
1557,,2.0,2.0,1113.0,"
        Condo in Flatiron "
1558,,2.0,2.0,1109.0,"
        Rental Unit in Midtown West "
1559,,2.0,2.0,1109.0,"
        Rental Unit in Battery Park City "
1560,9120.0,2.0,2.0,1108.0,"
        Rental Unit in NoMad "
1561,5500.0,1.0,5.0,1108.0,"
        Condo in Lenox Hill "
1562,4000.0,2.0,2.0,1107.0,"
        Rental Unit in Central Harlem "
1563,5000.0,1.0,5.0,1106.0,"
        Rental Unit in Murray Hill "
1564,5450.0,2.0,2.0,1105.0,"
        Rental Unit in Yorkville "
1565,4600.0,1.0,1.0,1105.0,"
        Condo in Financial District "
1566,6225.0,2.0,2.0,1105.0,"
        Rental Unit in Yorkville "
1567,7800.0,2.0,2.0,1104.0,"
        Rental Unit in Greenwich Village "
1568,5595.0,2.0,2.0,1055.0,"
        Rental Unit in Yorkville "
1569,4995.0,2.0,5.0,920.0,"
        Rental Unit in Gramercy Park "
1570,,2.0,2.0,1104.0,"
        Rental Unit in East Village "
1571,3095.0,2.0,2.0,1103.0,"
        Building in Central Harlem "
1572,7500.0,,1.0,1101.0,"
        Multi-family in NoMad "
1573,4600.0,2.0,1.0,1101.0,"
        Condo in Financial District "
1574,9500.0,2.0,2.0,1100.0,"
        Rental Unit in Midtown "
1575,,2.0,2.0,1100.0,"
        Rental Unit in West Chelsea "
1576,2300.0,2.0,1.0,1100.0,"
        Co-op in Inwood "
1577,9650.0,1.0,1.0,1100.0,"
        Condo in Lenox Hill "
1578,6500.0,2.0,2.0,1100.0,"
        Condo in Soho "
1579,,2.0,2.0,1100.0,"
        Condo in Kips Bay "
1580,2400.0,5.0,1.0,1100.0,"
        Rental Unit in Central Harlem "
1581,,3.0,1.0,1100.0,"
        Rental Unit in Chinatown "
1584,,2.0,1.0,1100.0,"
        Rental Unit in Fort George "
1585,6000.0,4.0,2.0,1100.0,"
        Rental Unit in Chelsea "
1586,4500.0,2.0,1.0,1100.0,"
        Townhouse in Turtle Bay "
1587,2250.0,1.0,1.0,1100.0,"
        Rental Unit in East Harlem "
1588,42000.0,,1.0,1100.0,"
        Rental Unit in Upper East Side "
1589,,1.0,1.0,1100.0,"
        Rental Unit in Noho "
1590,,3.0,1.0,1100.0,"
        Rental Unit in West Harlem "
1591,4250.0,2.0,2.0,1100.0,"
        Condo in Financial District "
1592,5500.0,2.0,2.0,1100.0,"
        Condo in Midtown "
1593,9000.0,3.0,2.0,1100.0,"
        Condo in Midtown West "
1594,,4.0,1.0,1100.0,"
        Building in Washington Heights "
1595,6000.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1596,4750.0,2.0,2.0,1092.0,"
        Condo in Yorkville "
1597,13000.0,3.0,5.0,2600.0,"
        Rental Unit in Midtown West "
1598,5800.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1599,5500.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1600,,1.0,5.0,1100.0,"
        Condo in Greenwich Village "
1601,3750.0,2.0,1.0,1100.0,"
        Rental Unit in Upper West Side "
1602,,2.0,2.0,1100.0,"
        Rental Unit in Financial District "
1603,,3.0,1.0,1100.0,"
        Rental Unit in Washington Heights "
1604,6500.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1605,2550.0,2.0,1.0,1100.0,"
        Condo in East Harlem "
1606,4100.0,2.0,1.0,1100.0,"
        Rental Unit in Upper West Side "
1607,6200.0,2.0,2.0,1100.0,"
        Condo in Lenox Hill "
1608,,2.0,5.0,1100.0,"
        Rental Unit in Upper West Side "
1609,4250.0,2.0,1.0,1100.0,"
        Rental Unit in Midtown South "
1611,2100.0,1.0,1.0,650.0,"
        Rental Unit in Upper West Side "
1612,4250.0,4.0,1.0,1100.0,"
        Rental Unit in Midtown South "
1613,7000.0,2.0,2.0,1100.0,"
        Condo in Upper East Side "
1614,4395.0,3.0,2.0,1100.0,"
        Condo in Midtown "
1615,6000.0,1.0,5.0,1100.0,"
        Rental Unit in Sutton Place "
1616,,2.0,5.0,1100.0,"
        Rental Unit in Turtle Bay "
1617,,2.0,1.0,1100.0,"
        Rental Unit in Yorkville "
1618,4495.0,2.0,2.0,1100.0,"
        Rental Unit in Carnegie Hill "
1619,,2.0,1.0,1100.0,"
        Condo in Upper West Side "
1620,,3.0,1.0,1100.0,"
        Rental Unit in Turtle Bay "
1621,,2.0,5.0,1100.0,"
        Rental Unit in Upper West Side "
1622,,2.0,5.0,1100.0,"
        Rental Unit in Washington Heights "
1623,2700.0,2.0,1.0,1100.0,"
        Rental Unit in Hamilton Heights "
1625,2850.0,,1.0,450.0,"
        Condo in Midtown West "
1626,,3.0,1.0,1100.0,"
        Rental Unit in Manhattan Valley "
1627,,2.0,2.0,1100.0,"
        Townhouse in Upper West Side "
1628,2600.0,2.0,1.0,1100.0,"
        Rental Unit in Hudson Heights "
1629,3600.0,3.0,1.0,1100.0,"
        Rental Unit in East Harlem "
1630,,2.0,2.0,1100.0,"
        Condo in Yorkville "
1631,,2.0,2.0,1100.0,"
        Condo in Central Park South "
1632,,3.0,1.0,1100.0,"
        Rental Unit in Murray Hill "
1633,,1.0,1.0,1100.0,"
        Rental Unit in Lenox Hill "
1634,4190.0,2.0,2.0,1100.0,"
        Rental Unit in Midtown West "
1635,5500.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1636,,,2.0,1100.0,"
        Condo in Lower East Side "
1637,,2.0,1.0,1100.0,"
        Co-op in Upper West Side "
1638,,1.0,5.0,840.0,"
        Rental Unit in Noho "
1640,,2.0,2.0,1100.0,"
        Condo in Lenox Hill "
1641,5895.0,2.0,2.0,1100.0,"
        Rental Unit in Tribeca "
1642,2012.0,3.0,1.0,1100.0,"
        Rental Unit in Inwood "
1643,7000.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1644,,2.0,2.0,1100.0,"
        Condop in Turtle Bay "
1645,5500.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1646,,1.0,5.0,1100.0,"
        Rental Unit in Midtown East "
1647,,2.0,1.0,1100.0,"
        Rental Unit in Gramercy Park "
1648,4300.0,2.0,1.0,1100.0,"
        Rental Unit in Lower East Side "
1649,6250.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1650,2750.0,3.0,1.0,1100.0,"
        Rental Unit in Hamilton Heights "
1651,3500.0,1.0,1.0,1100.0,"
        Condo in Tribeca "
1654,,2.0,1.0,1100.0,"
        Rental Unit in Fort George "
1655,2725.0,3.0,1.0,1100.0,"
        Rental Unit in Hudson Heights "
1656,,2.0,2.0,1100.0,"
        Rental Unit in Upper West Side "
1657,5625.0,2.0,2.0,1100.0,"
        Rental Unit in Midtown South "
1658,,2.0,2.0,1100.0,"
        Rental Unit in Yorkville "
1659,,2.0,2.0,1100.0,"
        Condo in Midtown West "
1660,7500.0,2.0,2.0,1100.0,"
        Rental Unit in Gramercy Park "
1661,2800.0,3.0,1.0,1100.0,"
        Co-op in Manhattanville "
1662,,1.0,1.0,1100.0,"
        Rental Unit in Hamilton Heights "
1663,,2.0,1.0,1100.0,"
        Rental Unit in East Harlem "
1664,,2.0,1.0,1100.0,"
        Rental Unit in East Harlem "
1665,,2.0,1.0,1100.0,"
        Rental Unit in East Harlem "
1668,,2.0,1.0,1100.0,"
        Rental Unit in East Harlem "
1669,4000.0,3.0,1.0,1100.0,"
        Rental Unit in Turtle Bay "
1670,,1.0,1.0,1100.0,"
        Rental Unit in Tribeca "
1671,,2.0,1.0,1100.0,"
        Condo in East Village "
1672,,2.0,2.0,1100.0,"
        Rental Unit in West Chelsea "
1673,,2.0,1.0,1100.0,"
        Rental Unit in East Harlem "
1674,,2.0,2.0,1100.0,"
        Rental Unit in Turtle Bay "
1675,3500.0,2.0,1.0,1100.0,"
        Rental Unit in Civic Center "
1676,,,1.0,1100.0,"
        Townhouse in Chinatown "
1677,8000.0,2.0,2.0,1100.0,"
        Condo in NoMad "
1678,,2.0,2.0,1100.0,"
        Condo in Midtown West "
1679,,3.0,2.0,1100.0,"
        Rental Unit in Yorkville "
1681,,2.0,2.0,982.0,"
        Rental Unit in Lower East Side "
1682,4950.0,2.0,2.0,1100.0,"
        Rental Unit in Lincoln Square "
1683,8500.0,2.0,2.0,1100.0,"
        Condo in Gramercy Park "
1684,5600.0,2.0,2.0,1100.0,"
        Condo in Upper West Side "
1685,3900.0,2.0,1.0,1100.0,"
        Co-op in Upper East Side "
1686,8500.0,2.0,2.0,1100.0,"
        Condo in Gramercy Park "
1687,4300.0,1.0,5.0,1100.0,"
        Rental Unit in Upper West Side "
1688,3199.0,2.0,1.0,1100.0,"
        Rental Unit in Central Harlem "
1689,5500.0,2.0,2.0,1100.0,"
        Condo in Midtown West "
1690,,1.0,1.0,1100.0,"
        Rental Unit in Chelsea "
1691,,2.0,2.0,1094.0,"
        Rental Unit in Midtown West "
1692,,2.0,2.0,1094.0,"
        Rental Unit in West Chelsea "
1693,5000.0,1.0,5.0,1094.0,"
        Rental Unit in Midtown "
1694,3500.0,1.0,1.0,1100.0,"
        Condo in Tribeca "
1695,1400.0,,,275.0,"
        Rental Unit in Manhattan Valley "
1696,,2.0,2.0,1093.0,"
        Rental Unit in Upper West Side "
1697,,2.0,2.0,1092.0,"
        Rental Unit in West Chelsea "
1698,5000.0,1.0,5.0,1092.0,"
        Condo in Financial District "
1699,4750.0,2.0,2.0,1092.0,"
        Condo in Yorkville "
1700,8495.0,1.0,1.0,1091.0,"
        Rental Unit in Lenox Hill "
1701,6900.0,2.0,2.0,1091.0,"
        Rental Unit in Turtle Bay "
1702,,2.0,2.0,1090.0,"
        Rental Unit in Midtown West "
1703,,2.0,2.0,1089.0,"
        Rental Unit in East Village "
1704,,2.0,2.0,1089.0,"
        Rental Unit in East Village "
1705,,2.0,2.0,1087.0,"
        Rental Unit in Midtown West "
1706,,2.0,2.0,1086.0,"
        Rental Unit in Chelsea "
1707,,2.0,2.0,1086.0,"
        Rental Unit in Chelsea "
1709,3500.0,,1.0,460.0,"
        Condo in Gramercy Park "
1710,,2.0,2.0,1086.0,"
        Rental Unit in Chelsea "
1711,,2.0,2.0,1086.0,"
        Rental Unit in Chelsea "
1712,,,1.0,1086.0,"
        Condo in Lower East Side "
1713,5871.0,2.0,2.0,1085.0,"
        Rental Unit in Murray Hill "
1714,,2.0,2.0,1085.0,"
        Co-op in Upper West Side "
1715,,2.0,2.0,1085.0,"
        Condo in Murray Hill "
1716,5000.0,2.0,5.0,1084.0,"
        Rental Unit in Midtown West "
1717,7200.0,2.0,2.0,1084.0,"
        Rental Unit in Flatiron "
1718,6500.0,2.0,2.0,1081.0,"
        Condo in Upper East Side "
1719,,2.0,2.0,1081.0,"
        Rental Unit in Lincoln Square "
1720,,2.0,2.0,1080.0,"
        Rental Unit in Lincoln Square "
1721,5659.0,2.0,2.0,1079.0,"
        Rental Unit in Financial District "
1723,,2.0,5.0,984.0,"
        Condo in Lincoln Square "
1724,5500.0,2.0,2.0,1078.0,"
        Rental Unit in Yorkville "
1725,5350.0,2.0,1.0,1077.0,"
        Condo in Financial District "
1726,4700.0,2.0,2.0,1077.0,"
        Rental Unit in Upper West Side "
1727,,1.0,1.0,1075.0,"
        Co-op in Lincoln Square "
1728,6000.0,2.0,2.0,1071.0,"
        Condo in Lincoln Square "
1729,5300.0,1.0,1.0,1071.0,"
        Condo in Financial District "
1730,,1.0,5.0,1071.0,"
        Condo in Financial District "
1731,4900.0,1.0,2.0,1071.0,"
        Condo in Midtown South "
1732,,2.0,2.0,1070.0,"
        Condo in Midtown West "
1733,,1.0,2.0,1070.0,"
        Rental Unit in Lincoln Square "
1734,3695.0,2.0,1.0,1070.0,"
        Rental Unit in Roosevelt Island "
1735,4300.0,,1.0,1070.0,"
        Condo in Financial District "
1737,,1.0,1.0,750.0,"
        Rental Unit in Midtown West "
1738,4600.0,1.0,2.0,1070.0,"
        Rental Unit in Upper East Side "
1739,5000.0,2.0,2.0,1070.0,"
        Rental Unit in Midtown West "
1740,,2.0,2.0,1069.0,"
        Rental Unit in Lincoln Square "
1741,,2.0,2.0,1068.0,"
        Rental Unit in Central Harlem "
1742,,2.0,5.0,1068.0,"
        Rental Unit in Upper West Side "
1743,7500.0,,1.0,1068.0,"
        Apartment in NoMad "
1744,7300.0,2.0,2.0,1067.0,"
        Rental Unit in Lincoln Square "
1745,5499.0,2.0,1.0,1067.0,"
        Rental Unit in Upper West Side "
1746,,2.0,2.0,1065.0,"
        Rental Unit in Battery Park City "
1747,5300.0,2.0,2.0,1065.0,"
        Building in Battery Park City "
1748,5300.0,2.0,2.0,1065.0,"
        Building in Battery Park City "
1749,5446.0,1.0,5.0,1065.0,"
        Condo in Financial District "
1752,,2.0,2.0,1065.0,"
        Rental Unit in Upper West Side "
1753,5300.0,2.0,1.0,1060.0,"
        Building in Battery Park City "
1754,5300.0,2.0,2.0,1060.0,"
        Building in Battery Park City "
1755,5300.0,2.0,2.0,1060.0,"
        Building in Battery Park City "
1756,3280.0,,1.0,1059.0,"
        Condo in Lower East Side "
1757,,2.0,2.0,1057.0,"
        Rental Unit in Midtown "
1758,5595.0,2.0,2.0,1055.0,"
        Rental Unit in Yorkville "
1759,,2.0,2.0,1053.0,"
        Condo in Lower East Side "
1760,3500.0,2.0,2.0,1053.0,"
        Rental Unit in Central Harlem "
1761,,2.0,2.0,1053.0,"
        Condo in Lincoln Square "
1762,6900.0,1.0,5.0,1052.0,"
        Condo in Midtown "
1763,5500.0,1.0,5.0,1052.0,"
        Condo in Lincoln Square "
1764,,1.0,1.0,791.0,"
        Rental Unit in Turtle Bay "
1765,4110.0,1.0,5.0,747.0,"
        Rental Unit in Lenox Hill "
1766,6000.0,2.0,1.0,1050.0,"
        Rental Unit in Murray Hill "
1767,4500.0,2.0,2.0,1050.0,"
        Condo in Midtown "
1768,9000.0,2.0,2.0,1050.0,"
        Condo in Flatiron "
1769,,2.0,1.0,1050.0,"
        Rental Unit in Washington Heights "
1770,5300.0,2.0,2.0,1050.0,"
        Rental Unit in Sutton Place "
1771,4500.0,2.0,2.0,1050.0,"
        Rental Unit in Upper East Side "
1772,,2.0,1.0,1050.0,"
        Rental Unit in Tribeca "
1773,4500.0,2.0,2.0,1050.0,"
        Rental Unit in Central Harlem "
1774,,2.0,2.0,1048.0,"
        Rental Unit in Lincoln Square "
1775,,2.0,2.0,1046.0,"
        Rental Unit in Financial District "
1776,,2.0,2.0,1046.0,"
        Rental Unit in Turtle Bay "
1777,4700.0,2.0,2.0,1045.0,"
        Rental Unit in Battery Park City "
1780,,2.0,2.0,1043.0,"
        Condo in Lincoln Square "
1781,,2.0,2.0,1041.0,"
        Rental Unit in Kips Bay "
1782,,2.0,2.0,1041.0,"
        Rental Unit in Kips Bay "
1783,5190.0,2.0,2.0,1041.0,"
        Condo in Yorkville "
1784,5000.0,2.0,2.0,1040.0,"
        Condo in Midtown West "
1785,,2.0,2.0,1039.0,"
        Rental Unit in Midtown West "
1786,5636.0,2.0,2.0,1039.0,"
        Rental Unit in Midtown West "
1787,,2.0,2.0,1038.0,"
        Rental Unit in Yorkville "
1788,6300.0,2.0,2.0,1037.0,"
        Rental Unit in Battery Park City "
1789,5995.0,1.0,1.0,1036.0,"
        Condo in West Chelsea "
1790,6000.0,2.0,2.0,1034.0,"
        Rental Unit in Midtown East "
1791,,1.0,1.0,1033.0,"
        Condo in Upper West Side "
1792,,1.0,1.0,750.0,"
        Rental Unit in Midtown West "
1793,,2.0,2.0,1000.0,"
        Condo in Midtown West "
1794,6600.0,2.0,2.0,1032.0,"
        Rental Unit in Lower East Side "
1795,3750.0,2.0,2.0,1032.0,"
        Rental Unit in Central Harlem "
1796,,2.0,2.0,1030.0,"
        Rental Unit in Battery Park City "
1797,5300.0,2.0,2.0,1030.0,"
        Condo in Lenox Hill "
1798,,2.0,2.0,1028.0,"
        Rental Unit in Kips Bay "
1799,7500.0,2.0,2.0,1027.0,"
        Rental Unit in Upper East Side "
1800,,2.0,2.0,1027.0,"
        Rental Unit in Midtown "
1801,,2.0,2.0,1026.0,"
        Rental Unit in Turtle Bay "
1802,,2.0,2.0,1026.0,"
        Condo in Hamilton Heights "
1803,5295.0,2.0,2.0,1025.0,"
        Rental Unit in Kips Bay "
1804,5200.0,2.0,1.0,1025.0,"
        Condop in Turtle Bay "
1805,,2.0,2.0,1025.0,"
        Rental Unit in Upper East Side "
1806,3350.0,1.0,1.0,650.0,"
        Condo in Financial District "
1808,4200.0,1.0,1.0,1025.0,"
        Rental Unit in Financial District "
1809,5000.0,2.0,2.0,1025.0,"
        Condo in Midtown West "
1810,,2.0,2.0,1024.0,"
        Rental Unit in Financial District "
1811,,2.0,2.0,1024.0,"
        Condo in Midtown West "
1812,4250.0,2.0,2.0,1022.0,"
        Rental Unit in Central Harlem "
1813,,2.0,5.0,1022.0,"
        Condo in Lincoln Square "
1814,,2.0,2.0,1020.0,"
        Rental Unit in Central Harlem "
1815,5400.0,3.0,5.0,1020.0,"
        Rental Unit in Kips Bay "
1816,,2.0,2.0,1020.0,"
        Rental Unit in Central Harlem "
1817,,2.0,2.0,1020.0,"
        Rental Unit in Central Harlem "
1818,,2.0,2.0,1018.0,"
        Rental Unit in Midtown West "
1819,5195.0,1.0,5.0,1017.0,"
        Rental Unit in Financial District "
